0.777057,-0.415491 
0.901888,-0.294818 
0.790002,-0.298171 
-0.0117427,0.496601 
0.115999,-0.300995 
0.972993,0.298613 
0.886762,-0.335315 
-0.690325,-0.0291513
0.110935,0.670823 
-0.933018,0.424118 
0.890898,-0.336948 
-0.779433,-0.461576 
-0.451082,0.495903 
0.820758,-0.404629 
-0.130747,-0.0825564
-0.277959,0.142816 
-0.253556,-0.923037 
-0.214692,-0.300459 
0.891656,-0.245468 
0.888069,-0.403715 
0.912104,0.379567 
0.77418,0.3678 
0.973207,-0.386278 
-0.417511,-0.507201 
0.844518,0.316899 
0.814993,-0.309569 
0.159246,-0.243839 
0.04967,0.530442 
-0.635795,-0.1794 
0.883476,-0.35484
-0.405583,-0.534517 
0.84522,0.422313 
0.840246,0.271872 
0.802891,-0.40844
-0.259775,-0.900049 
0.864428,-0.241027 
0.7895,0.343385 
-0.227326,0.771386 
0.833986,0.350486 
-0.690141,-0.193771 
0.953538,0.44373
0.76413,-0.35244
0.949375,-0.42311
-0.941677,-0.0933368
0.930274,0.418394 
0.944176,0.446377 
0.846053,0.358923 
0.942207,-0.388098 
 -0.569231,-0.559836 
0.839674,0.34776
0.820968,0.366455 
0.34908,-0.136532 
-0.571536,0.189208 
0.798809,0.37216
-0.186607,-0.70455
-0.343375,0.533352 
0.896907,-0.257733 
-0.124465,-0.242585 
0.884851,0.247607 
0.166548,-0.664854 
0.0226463,0.136679 
-0.278901,-0.600594 
0.769732,0.336398 
-0.814708,0.254235 
0.914867,0.4354 
-0.962138,0.173043 
0.916874,-0.414186 
0.956452,0.304639 
0.941887,-0.364319 
0.777122,-0.336708 
0.792236,0.422009 
0.846736,-0.292293 
0.763402,-0.372783 
0.0267209,0.632741 
-0.193922,0.306737 
0.860564,0.422576 
0.213638,-0.628019 
0.966699,-0.438618 
0.957103,0.282514 
0.869136,0.309214 
0.801778,-0.350078 
-0.132801,0.678683 
0.918286,0.281103 
0.881438,-0.257528 
0.199837,0.549789 
0.292092,0.353576 
0.835361,0.285799 
0.85028,0.292851 
0.129839,0.501607 
0.967624,-0.390859 
0.955238,0.350787 
0.861744,0.342564 
-0.122615,-0.775901 
0.88712,-0.313284 
0.804709,-0.423191 
-0.43619,0.655341 
0.806185,-0.353579 
0.87664,0.322421 
0.94202,0.456794 
0.92142,-0.333052 
